City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
259,Caucaia,BR,2022-10-25 23:17:16,-3.7361,-38.6531,80.55,76,0,12.66,clear sky
260,Puerto Asis,CO,2022-10-25 23:17:16,0.5133,-76.5007,79.36,79,65,1.07,broken clouds
261,Pemba,MZ,2022-10-25 23:17:17,-12.974,40.5178,74.1,88,0,11.5,clear sky
262,Santo Antonio Do Sudoeste,BR,2022-10-25 23:17:18,-26.0736,-53.7253,66.99,87,6,2.3,clear sky
263,Te Anau,NZ,2022-10-25 23:17:18,-45.4167,167.7167,51.82,91,100,4.63,overcast clouds
264,Karoi,ZW,2022-10-25 23:17:19,-16.8099,29.6925,71.65,45,3,3.76,clear sky
265,Taua,BR,2022-10-25 23:17:21,-5.9667,-40.3,85.46,46,100,8.81,overcast clouds
266,Sumbe,AO,2022-10-25 23:17:21,-11.2061,13.8437,75.6,88,28,8.34,light rain
267,Constitucion,CL,2022-10-25 23:17:22,-35.3333,-72.4167,55.33,93,74,4.18,broken clouds
268,Salalah,OM,2022-10-25 23:17:23,17.0151,54.0924,75.29,64,0,3.44,clear sky
269,Luanda,AO,2022-10-25 23:15:09,-8.8368,13.2343,76.39,85,8,10.2,clear sky
270,Bethel,US,2022-10-25 23:14:24,41.3712,-73.414,68.09,86,100,3.44,overcast clouds
271,Awbari,LY,2022-10-25 23:17:24,26.5921,12.7805,68.2,34,0,5.93,clear sky
272,Port Augusta,AU,2022-10-25 23:17:25,-32.5,137.7667,61.07,79,76,5.73,broken clouds
273,Mnogovershinnyy,RU,2022-10-25 23:17:26,53.9353,139.9242,30.25,81,100,1.59,light snow
274,Abonnema,NG,2022-10-25 23:18:26,4.7084,6.7931,76.68,92,98,3.24,overcast clouds
275,Livingston,GB,2022-10-25 23:18:27,55.9029,-3.5226,54.48,92,95,5.66,light rain
276,Coolum Beach,AU,2022-10-25 23:18:28,-26.5333,153.1,83.34,69,57,3.06,broken clouds
277,Betare Oya,CM,2022-10-25 23:18:28,5.6,14.0833,66.11,92,53,3.36,broken clouds
278,Sorland,NO,2022-10-25 23:18:29,67.667,12.6934,44.46,65,100,0.69,overcast clouds
279,La Ronge,CA,2022-10-25 23:18:30,55.1001,-105.2842,34.05,60,75,4.61,broken clouds
280,Manali,IN,2022-10-25 23:18:31,13.1667,80.2667,75.29,65,1,4.94,clear sky
281,College,US,2022-10-25 23:18:32,64.8569,-147.8028,24.75,77,40,14.97,scattered clouds
282,Katsuura,JP,2022-10-25 23:18:33,35.1333,140.3,55.42,73,80,24.45,broken clouds
283,Bethanien,NA,2022-10-25 23:18:33,-26.502,17.1583,72.25,24,91,5.55,overcast clouds
284,Launceston,AU,2022-10-25 23:18:33,-41.45,147.1667,64.04,75,100,26.46,overcast clouds
285,Karla,EE,2022-10-25 23:18:34,59.3723,24.9275,51.51,98,100,4.61,mist
286,Tyn Nad Vltavou,CZ,2022-10-25 23:18:35,49.2234,14.4206,47.1,93,19,2.13,few clouds
287,Katobu,ID,2022-10-25 23:18:36,-4.9408,122.5276,81.09,81,56,1.21,broken clouds
288,Kavieng,PG,2022-10-25 23:18:37,-2.5744,150.7967,84.22,72,100,6.08,light rain
289,Okato,NZ,2022-10-25 23:18:37,-39.2,173.8833,65.52,72,37,11.99,scattered clouds
290,Stornoway,GB,2022-10-25 23:18:38,58.2093,-6.3865,53.56,93,40,10.36,scattered clouds
291,Annau,TM,2022-10-25 23:18:39,37.8876,58.516,53.1,82,75,4.61,broken clouds
292,Balkanabat,TM,2022-10-25 23:18:39,39.5108,54.3671,58.01,57,0,5.48,clear sky
293,Hailar,CN,2022-10-25 23:18:40,49.2,119.7,30.88,69,100,13.65,overcast clouds
294,Yuancheng,CN,2022-10-25 23:18:41,36.652,107.7896,50.63,72,100,3.04,overcast clouds
295,Razdolinsk,RU,2022-10-25 23:18:41,58.4211,94.6658,25.88,82,77,5.77,broken clouds
296,Huarmey,PE,2022-10-25 23:18:42,-10.0681,-78.1522,63.82,79,55,9.37,broken clouds
297,La Libertad,EC,2022-10-25 23:18:42,-2.2333,-80.9,68.92,82,86,11.1,overcast clouds
298,Naze,JP,2022-10-25 23:18:43,28.3667,129.4833,72.52,63,99,18.66,overcast clouds
299,Turkan,AZ,2022-10-25 23:18:44,40.3639,50.215,57.38,77,75,0.0,broken clouds
300,Aswan,EG,2022-10-25 23:18:45,24.0934,32.907,69.98,40,0,9.13,clear sky
301,Maragogi,BR,2022-10-25 23:18:46,-9.0122,-35.2225,77.16,80,52,11.05,broken clouds
302,Mabaruma,GY,2022-10-25 23:18:46,8.2,-59.7833,76.57,90,99,3.56,overcast clouds
303,Sagua La Grande,CU,2022-10-25 23:18:47,22.8067,-80.0756,77.99,75,9,7.05,light rain
304,Ulladulla,AU,2022-10-25 23:18:47,-35.35,150.4667,74.3,57,33,6.26,scattered clouds
305,Sola,VU,2022-10-25 23:18:48,-13.8833,167.55,79.38,75,5,0.98,clear sky
306,Lagoa,PT,2022-10-25 23:18:48,39.05,-27.9833,62.78,68,21,22.39,light rain
307,Los Algarrobos,PA,2022-10-25 23:17:24,8.5,-82.4333,77.41,94,75,3.44,moderate rain
308,Xining,CN,2022-10-25 23:18:49,36.6167,101.7667,43.72,90,94,0.38,overcast clouds
309,Khash,IR,2022-10-25 23:18:50,28.2211,61.2158,63.23,20,0,2.1,clear sky
310,Marawi,PH,2022-10-25 23:18:51,7.9986,124.2928,71.28,91,77,0.72,broken clouds
311,Vilhena,BR,2022-10-25 23:18:52,-12.7406,-60.1458,73.62,94,20,5.75,moderate rain
312,Saint-Pierre,RE,2022-10-25 23:18:52,-21.3393,55.4781,70.92,73,0,5.75,clear sky
313,Tessalit,ML,2022-10-25 23:18:53,20.1986,1.0114,78.28,19,70,12.37,broken clouds
314,Aldan,RU,2022-10-25 23:18:53,58.6031,125.3894,21.02,92,100,8.72,light snow
315,Christchurch,NZ,2022-10-25 23:14:38,-43.5333,172.6333,65.48,63,86,6.91,overcast clouds
316,Portland,US,2022-10-25 23:16:48,45.5234,-122.6762,54.61,89,100,12.66,overcast clouds
317,Caravelas,BR,2022-10-25 23:18:54,-17.7125,-39.2481,72.09,92,23,5.99,few clouds
318,Bara,NG,2022-10-25 23:18:55,10.3744,10.7288,77.52,30,35,6.46,scattered clouds
319,Selizharovo,RU,2022-10-25 23:18:55,56.8519,33.4487,38.48,85,100,8.16,overcast clouds
320,Nchelenge,ZM,2022-10-25 23:19:56,-9.3451,28.734,76.66,59,97,7.47,overcast clouds
321,Vila Franca Do Campo,PT,2022-10-25 23:19:57,37.7167,-25.4333,63.01,69,100,10.56,overcast clouds
322,Havelock,US,2022-10-25 23:19:54,34.8791,-76.9013,64.0,92,100,4.61,overcast clouds
323,Lagos,NG,2022-10-25 23:19:59,6.5833,3.75,79.12,91,97,2.77,light rain
324,Kirakira,SB,2022-10-25 23:19:59,-10.4544,161.9205,85.55,69,4,4.63,clear sky
325,Guerrero Negro,MX,2022-10-25 23:20:00,27.9769,-114.0611,74.59,37,0,13.13,clear sky
326,Sistranda,NO,2022-10-25 23:20:00,63.7256,8.834,48.16,90,100,12.41,overcast clouds
327,Deputatskiy,RU,2022-10-25 23:20:01,69.3,139.9,11.71,87,100,10.56,overcast clouds
328,Boende,CD,2022-10-25 23:20:01,-0.2167,20.8667,71.28,99,100,1.95,overcast clouds
329,Marsh Harbour,BS,2022-10-25 23:20:02,26.5412,-77.0636,78.69,70,6,9.53,clear sky
330,Ponta Delgada,PT,2022-10-25 23:20:03,37.7333,-25.6667,63.32,67,40,5.75,scattered clouds
331,Gari,RU,2022-10-25 23:20:03,59.4307,62.3497,26.19,85,15,6.11,few clouds
332,Fare,PF,2022-10-25 23:20:04,-16.7,-151.0167,79.93,77,100,23.2,overcast clouds
333,Sitka,US,2022-10-25 23:20:05,57.0531,-135.33,46.29,66,100,4.61,overcast clouds
334,Tilichiki,RU,2022-10-25 23:20:06,60.4667,166.1,30.9,80,84,19.01,broken clouds
335,Nome,US,2022-10-25 23:16:13,64.5011,-165.4064,30.27,65,75,26.46,broken clouds
336,Kungurtug,RU,2022-10-25 23:20:08,50.5994,97.5228,18.1,44,0,2.1,clear sky
337,Shemgang,BT,2022-10-25 23:20:10,27.2169,90.6579,54.73,100,100,0.27,overcast clouds
338,Teseney,ER,2022-10-25 23:20:11,15.11,36.6575,82.33,60,19,6.26,few clouds
339,Kavarna,BG,2022-10-25 23:20:11,43.4333,28.3333,64.58,65,95,11.43,overcast clouds
340,Mandalgovi,MN,2022-10-25 23:20:12,45.7625,106.2708,20.17,66,1,4.09,clear sky
341,Kissidougou,GN,2022-10-25 23:20:13,9.1848,-10.0999,71.38,83,49,0.22,scattered clouds
342,Esmeraldas,BR,2022-10-25 23:20:14,-19.7625,-44.3139,74.44,73,57,12.53,broken clouds
343,Beloha,MG,2022-10-25 23:20:14,-25.1667,45.05,70.38,86,96,4.52,overcast clouds
344,Kardymovo,RU,2022-10-25 23:20:15,54.8902,32.4311,42.93,88,100,6.96,overcast clouds
345,Alekseyevka,RU,2022-10-25 23:20:16,50.6309,38.6903,48.51,92,100,6.96,overcast clouds
346,Carutapera,BR,2022-10-25 23:20:16,-1.195,-46.02,79.74,76,80,10.02,broken clouds
347,Yinchuan,CN,2022-10-25 23:17:41,38.4681,106.2731,51.35,35,66,13.4,broken clouds
348,Klaksvik,FO,2022-10-25 23:20:18,62.2266,-6.589,49.12,91,100,10.96,light rain
349,Juneau,US,2022-10-25 23:17:19,58.3019,-134.4197,42.22,75,75,3.44,broken clouds
350,Turbat,PK,2022-10-25 23:20:19,26.0023,63.044,78.66,51,0,0.81,clear sky
351,Novomoskovsk,RU,2022-10-25 23:20:20,54.0105,38.2846,34.68,88,64,7.49,broken clouds
352,Kaz,RU,2022-10-25 23:20:20,52.9113,87.3105,29.05,59,0,2.8,clear sky
353,Imuris,MX,2022-10-25 23:20:21,30.7833,-110.8667,72.21,24,0,3.85,clear sky
354,Verkh-Usugli,RU,2022-10-25 23:20:21,52.7,115.1667,20.46,59,5,3.33,clear sky
355,Yablonovo,RU,2022-10-25 23:20:22,50.8523,37.3574,47.95,96,100,9.28,light rain
356,Gizo,SB,2022-10-25 23:20:23,-8.103,156.8419,84.72,66,42,3.42,scattered clouds
357,Biu,NG,2022-10-25 23:20:23,10.6129,12.1946,72.9,28,93,5.61,overcast clouds
358,Fonte Boa,BR,2022-10-25 23:20:24,-2.4959,-66.2662,75.69,92,100,2.82,overcast clouds
359,Kompaniyivka,UA,2022-10-25 23:20:25,48.2511,32.208,56.14,97,100,9.93,moderate rain
360,Odweyne,SO,2022-10-25 23:20:26,9.4092,45.064,71.67,77,44,2.48,scattered clouds
361,Sioux Lookout,CA,2022-10-25 23:20:26,50.1001,-91.917,35.67,64,100,11.5,overcast clouds
362,Tuatapere,NZ,2022-10-25 23:20:27,-46.1333,167.6833,52.83,83,100,3.15,light rain
363,Faya,SA,2022-10-25 23:20:27,18.3851,42.4509,60.91,73,18,3.83,few clouds
364,Pouebo,NC,2022-10-25 23:20:28,-20.4,164.5667,79.29,72,22,6.55,few clouds
365,Fort Pierce,US,2022-10-25 23:21:29,27.4467,-80.3256,77.05,75,0,3.44,clear sky
366,Mae Hong Son,TH,2022-10-25 23:21:29,19.3003,97.9685,75.34,94,75,0.0,mist
367,Milkovo,RU,2022-10-25 23:21:30,54.7167,158.6167,32.49,53,60,10.2,broken clouds
368,Nizhnyaya Tura,RU,2022-10-25 23:21:31,58.6293,59.8118,26.11,87,21,3.53,few clouds
369,Mayumba,GA,2022-10-25 23:21:31,-3.432,10.6554,77.02,90,68,2.75,light rain
370,Merritt Island,US,2022-10-25 23:21:32,28.5392,-80.672,76.08,71,0,5.75,clear sky
371,Robertsport,LR,2022-10-25 23:21:32,6.7533,-11.3686,79.66,85,38,5.91,scattered clouds
372,Talnakh,RU,2022-10-25 23:21:33,69.4865,88.3972,7.05,97,95,2.3,overcast clouds
373,Mount Isa,AU,2022-10-25 23:21:33,-20.7333,139.5,73.17,94,75,4.61,broken clouds
374,Neuquen,AR,2022-10-25 23:17:53,-38.9516,-68.0591,75.09,19,0,3.44,clear sky
375,Chapais,CA,2022-10-25 23:21:34,49.7834,-74.8492,60.58,87,96,11.74,overcast clouds
376,Hamilton,US,2022-10-25 23:18:39,39.1834,-84.5333,74.77,53,40,12.66,scattered clouds
377,Zhigansk,RU,2022-10-25 23:21:35,66.7697,123.3711,0.32,97,79,6.08,broken clouds
378,Nykoping,SE,2022-10-25 23:21:35,58.753,17.0079,52.09,87,75,11.5,broken clouds
379,Kloulklubed,PW,2022-10-25 23:21:36,7.0419,134.2556,81.1,78,100,21.16,light rain
380,Lithgow,AU,2022-10-25 23:21:36,-33.4833,150.15,59.43,72,84,12.06,broken clouds
381,Manzanillo,CU,2022-10-25 23:21:37,20.3433,-77.1167,79.07,70,12,5.28,few clouds
382,Pangkalanbuun,ID,2022-10-25 23:21:38,-2.6833,111.6167,74.35,98,100,2.04,light rain
383,Olga,RU,2022-10-25 23:21:38,43.7444,135.2892,38.46,56,0,3.31,clear sky
384,Yatou,CN,2022-10-25 23:21:39,37.15,122.3833,54.03,62,100,7.27,overcast clouds
385,Dyersburg,US,2022-10-25 23:16:49,36.0345,-89.3856,60.94,67,100,18.41,overcast clouds
386,Imbituba,BR,2022-10-25 23:18:07,-28.24,-48.6703,63.9,86,17,7.85,few clouds
387,Pedra,BR,2022-10-25 23:21:40,-8.4969,-36.9408,71.73,87,100,8.1,overcast clouds
388,Rathdrum,US,2022-10-25 23:21:41,47.8137,-116.892,49.46,72,100,6.91,overcast clouds
389,Hervey Bay,AU,2022-10-25 23:21:42,-25.2986,152.8535,77.34,63,34,5.06,scattered clouds
390,Oistins,BB,2022-10-25 23:21:43,13.0667,-59.5333,82.49,83,40,20.71,scattered clouds
391,Sabang,ID,2022-10-25 23:21:43,5.8933,95.3214,80.91,79,94,11.05,overcast clouds
392,Iquique,CL,2022-10-25 23:21:44,-20.2208,-70.1431,62.64,78,8,7.18,clear sky
393,Nemuro,JP,2022-10-25 23:21:44,43.3236,145.575,46.74,53,11,4.83,few clouds
394,Taybad,IR,2022-10-25 23:21:45,34.74,60.7756,55.85,81,20,12.95,few clouds
395,Isangel,VU,2022-10-25 23:21:45,-19.55,169.2667,80.71,78,75,6.91,broken clouds
396,Stokmarknes,NO,2022-10-25 23:21:46,68.5646,14.9108,28.38,80,20,5.75,few clouds
397,Midland,US,2022-10-25 23:21:47,31.9974,-102.0779,68.49,24,0,8.05,clear sky
398,Along,IN,2022-10-25 23:21:47,28.1667,94.7667,64.18,98,73,1.21,broken clouds
399,Fremont,US,2022-10-25 23:21:02,37.5483,-121.9886,76.1,60,0,12.66,clear sky
400,Hokitika,NZ,2022-10-25 23:21:48,-42.7167,170.9667,54.46,91,100,4.29,light rain
401,Yar-Sale,RU,2022-10-25 23:21:49,66.8333,70.8333,18.95,95,97,8.79,overcast clouds
402,Bronnoysund,NO,2022-10-25 23:21:49,65.4625,12.1997,48.2,81,100,11.99,overcast clouds
403,Nhulunbuy,AU,2022-10-25 23:21:50,-12.2333,136.7667,88.41,62,75,12.66,broken clouds
404,Ust-Karsk,RU,2022-10-25 23:21:50,52.7011,118.8077,21.58,71,1,1.59,clear sky
405,Juegang,CN,2022-10-25 23:21:51,32.3174,121.1855,61.99,70,100,9.4,overcast clouds
406,Chyhyryn,UA,2022-10-25 23:21:51,49.0838,32.6555,56.03,95,100,10.8,light rain
407,Sirsa,IN,2022-10-25 23:21:52,29.5333,75.0167,70.77,32,0,4.59,clear sky
408,Ambilobe,MG,2022-10-25 23:21:52,-13.2,49.05,69.62,76,7,5.17,clear sky
409,Novyy Urgal,RU,2022-10-25 23:21:53,51.0736,132.5642,33.84,62,100,1.41,overcast clouds
410,Fairbanks,US,2022-10-25 23:21:58,64.8378,-147.7164,24.76,77,0,14.97,clear sky
411,Adre,TD,2022-10-25 23:22:54,13.4667,22.2,72.9,22,4,8.19,clear sky
412,Maba,CN,2022-10-25 23:22:55,24.6841,113.5984,64.11,73,61,0.81,broken clouds
413,Ibra,OM,2022-10-25 23:22:55,22.6906,58.5334,71.13,54,0,1.66,clear sky
414,Swinoujscie,PL,2022-10-25 23:22:56,53.9105,14.2471,52.12,89,1,11.34,clear sky
415,Papara,BR,2022-10-25 23:22:56,-3.9839,-38.7273,79.2,82,74,4.52,broken clouds
416,Arrifes,PT,2022-10-25 23:22:57,37.7667,-25.7,61.05,67,40,5.75,scattered clouds
417,Kaohsiung,TW,2022-10-25 23:22:58,22.6163,120.3133,76.03,82,75,2.3,broken clouds
418,Colwyn Bay,GB,2022-10-25 23:22:58,53.2948,-3.7267,58.86,90,100,15.99,heavy intensity rain
419,Walvis Bay,NA,2022-10-25 23:22:59,-22.9575,14.5053,60.1,82,100,10.36,overcast clouds
420,Sungaipenuh,ID,2022-10-25 23:23:00,-2.0833,101.3833,64.26,99,100,2.17,light rain
421,Najran,SA,2022-10-25 23:23:01,17.4924,44.1277,63.25,25,4,0.69,clear sky
422,Dumai,ID,2022-10-25 23:23:02,1.6833,101.45,73.17,99,100,2.98,moderate rain
423,Asfi,MA,2022-10-25 23:23:02,32.2994,-9.2372,74.75,41,100,8.21,overcast clouds
424,Usinsk,RU,2022-10-25 23:23:03,65.9939,57.5281,22.75,94,89,8.05,overcast clouds
425,Apiai,BR,2022-10-25 23:23:04,-24.5094,-48.8425,57.13,97,12,4.56,few clouds
426,Carbonear,CA,2022-10-25 23:23:05,47.7332,-53.2148,55.35,77,2,8.9,clear sky
427,Umm Lajj,SA,2022-10-25 23:23:06,25.0213,37.2685,78.22,61,0,6.31,clear sky
428,Waterloo,CA,2022-10-25 23:18:24,43.4668,-80.5164,61.59,76,75,8.05,broken clouds
429,Basoko,CD,2022-10-25 23:23:07,1.2391,23.616,71.64,96,100,2.59,overcast clouds
430,Locri,IT,2022-10-25 23:23:09,38.2414,16.2623,72.32,56,90,11.81,overcast clouds
431,Coquimbo,CL,2022-10-25 23:23:10,-29.9533,-71.3436,58.73,67,40,4.61,scattered clouds
432,Yining,CN,2022-10-25 23:23:10,29.0361,114.5636,60.57,50,88,1.72,overcast clouds
433,Arona,ES,2022-10-25 23:23:11,28.0996,-16.681,71.91,75,20,5.75,few clouds
434,Lalibela,ET,2022-10-25 23:23:11,12.0333,39.0333,59.27,64,78,5.41,broken clouds
435,Hay River,CA,2022-10-25 23:23:12,60.8156,-115.7999,33.78,100,100,11.5,light rain
436,Ludvika,SE,2022-10-25 23:23:12,60.1496,15.1878,44.78,95,100,4.54,overcast clouds
437,Ngunguru,NZ,2022-10-25 23:23:14,-35.6167,174.5,61.05,66,32,10.31,scattered clouds
438,Kavaratti,IN,2022-10-25 23:23:15,10.5669,72.642,81.91,61,88,8.81,overcast clouds
439,Beaverlodge,CA,2022-10-25 23:23:16,55.2166,-119.4361,36.75,55,47,6.33,scattered clouds
440,Morondava,MG,2022-10-25 23:23:16,-20.2833,44.2833,75.06,84,66,7.11,broken clouds
441,Arauca,CO,2022-10-25 23:23:17,7.0847,-70.7591,84.2,89,20,0.0,few clouds
442,Bongandanga,CD,2022-10-25 23:23:18,1.5,21.05,69.98,98,95,2.33,overcast clouds
443,Vaitape,PF,2022-10-25 23:23:19,-16.5167,-151.75,79.63,77,100,23.58,light rain
444,Altay,CN,2022-10-25 23:23:19,47.8667,88.1167,36.27,48,100,3.4,overcast clouds
445,Nusaybin,TR,2022-10-25 23:23:20,37.0778,41.2178,63.21,27,27,4.52,scattered clouds
446,Acapulco,MX,2022-10-25 23:22:51,16.8634,-99.8901,84.02,79,20,12.66,light rain
447,Nanortalik,GL,2022-10-25 23:23:20,60.1432,-45.2371,33.4,76,1,3.87,clear sky
448,Ilulissat,GL,2022-10-25 23:23:21,69.2167,-51.1,26.62,93,100,4.61,light snow
449,Grabovo,RU,2022-10-25 23:23:22,53.3875,45.064,35.53,29,89,1.83,overcast clouds
450,At-Bashi,KG,2022-10-25 23:23:22,41.1702,75.8106,40.71,68,100,0.67,overcast clouds
451,Faanui,PF,2022-10-25 23:23:23,-16.4833,-151.75,79.65,77,100,23.6,light rain
452,Pisco,PE,2022-10-25 23:23:24,-13.7,-76.2167,62.65,77,0,20.71,clear sky
453,Auki,SB,2022-10-25 23:23:24,-8.7676,160.7034,84.69,68,45,4.97,scattered clouds
454,Waddan,LY,2022-10-25 23:23:25,29.1614,16.139,67.64,46,0,3.33,clear sky
455,Ibanda,TZ,2022-10-25 23:23:25,-2.7974,32.4746,69.22,76,100,2.91,overcast clouds
456,Am Timan,TD,2022-10-25 23:23:26,11.0297,20.2827,75.04,38,5,1.23,clear sky
457,Agen,FR,2022-10-25 23:23:27,44.2,0.6333,67.71,100,0,4.61,clear sky
458,Bilibino,RU,2022-10-25 23:23:27,68.0546,166.4372,-9.71,97,14,2.86,few clouds
459,Ovalle,CL,2022-10-25 23:24:28,-30.5983,-71.2003,60.49,58,0,5.17,clear sky
460,Leningradskiy,RU,2022-10-25 23:24:29,69.3833,178.4167,3.63,87,51,4.92,broken clouds
461,Korla,CN,2022-10-25 23:24:29,41.7597,86.1469,47.1,43,0,2.1,clear sky
462,Toyooka,JP,2022-10-25 23:24:30,35.5333,134.8333,58.37,68,74,4.54,broken clouds
463,Cayenne,GF,2022-10-25 23:22:40,4.9333,-52.3333,80.64,83,0,3.44,clear sky
464,Tripoli,LY,2022-10-25 23:23:59,32.8752,13.1875,74.89,51,4,4.23,clear sky
465,Luwuk,ID,2022-10-25 23:24:31,-0.9516,122.7875,79.57,78,99,2.89,overcast clouds
466,Havoysund,NO,2022-10-25 23:24:31,70.9963,24.6622,34.03,65,100,5.5,overcast clouds
467,Abdulino,RU,2022-10-25 23:24:32,53.7,53.6667,31.77,89,99,9.93,overcast clouds
468,Yeniseysk,RU,2022-10-25 23:24:32,58.4497,92.1703,29.77,77,22,6.76,few clouds
469,Edson,CA,2022-10-25 23:21:19,53.5835,-116.4356,41.14,38,75,2.3,broken clouds
470,Sagar,IN,2022-10-25 23:24:33,23.8333,78.7167,64.94,48,0,2.26,clear sky
471,Muisne,EC,2022-10-25 23:24:34,0.6,-80.0333,75.07,81,100,9.86,overcast clouds
472,Morehead,US,2022-10-25 23:24:34,37.2711,-87.1764,64.15,97,100,10.36,light rain
473,Zhezkazgan,KZ,2022-10-25 23:24:35,47.8043,67.7144,39.18,59,100,8.55,overcast clouds
474,Hualmay,PE,2022-10-25 23:24:35,-11.0964,-77.6139,63.28,79,26,10.8,scattered clouds
475,Zhanaozen,KZ,2022-10-25 23:24:36,43.3,52.8,50.32,58,99,10.94,overcast clouds
476,El Sauzal,MX,2022-10-25 23:24:37,31.9,-116.6833,71.42,70,0,9.22,clear sky
477,Jacmel,HT,2022-10-25 23:24:37,18.2342,-72.5347,78.64,80,100,1.92,light rain
478,Havre,FR,2022-10-25 23:24:38,49.5833,0.3333,61.2,82,0,9.22,clear sky
479,Vanavara,RU,2022-10-25 23:24:39,60.34,102.2797,28.15,78,97,11.01,overcast clouds
480,Kailua,US,2022-10-25 23:24:39,21.4022,-157.7394,87.78,71,40,12.66,light rain
481,Batemans Bay,AU,2022-10-25 23:24:40,-35.7167,150.1833,67.1,52,5,2.37,clear sky
482,Ha Tinh,VN,2022-10-25 23:24:40,18.3333,105.9,71.49,95,100,4.99,overcast clouds
483,Mayo,US,2022-10-25 23:24:41,38.8876,-76.5119,62.17,95,100,0.0,mist
484,Shimoda,JP,2022-10-25 23:24:42,34.6667,138.95,59.36,63,90,19.75,overcast clouds
485,Salinopolis,BR,2022-10-25 23:24:43,-0.6136,-47.3561,80.89,75,98,11.39,overcast clouds
486,Amapa,BR,2022-10-25 23:24:43,1.0,-52.0,81.97,63,100,5.48,overcast clouds
487,Nicolas Bravo,MX,2022-10-25 23:24:44,18.45,-88.9167,78.1,91,95,3.27,light rain
488,Nyaunglebin,MM,2022-10-25 23:24:44,17.95,96.7333,73.18,95,54,1.66,broken clouds
489,Jvari,GE,2022-10-25 23:24:45,42.7169,42.052,52.29,62,100,7.61,overcast clouds
490,Port-Gentil,GA,2022-10-25 23:24:45,-0.7193,8.7815,78.76,94,40,10.36,thunderstorm
491,Temanggung,ID,2022-10-25 23:24:46,-7.3162,110.1755,68.4,98,100,4.72,overcast clouds
492,Tabatinga,BR,2022-10-25 23:24:46,-4.2525,-69.9381,80.69,83,40,3.44,scattered clouds
493,La Orilla,MX,2022-10-25 23:24:47,17.9833,-102.2333,82.29,80,31,8.84,scattered clouds
494,Bowen,AU,2022-10-25 23:24:48,-20.0167,148.2333,83.41,74,43,6.87,scattered clouds
495,Palana,RU,2022-10-25 23:24:48,59.1167,159.9667,30.27,95,100,36.6,snow
496,Biltine,TD,2022-10-25 23:24:49,14.5333,20.9167,75.18,15,0,9.57,clear sky
497,Lopatino,RU,2022-10-25 23:24:50,52.6195,45.8118,31.68,78,62,2.93,broken clouds
498,Lazaro Cardenas,MX,2022-10-25 23:24:50,17.9583,-102.2,82.49,79,29,9.15,scattered clouds
499,Mandali,IQ,2022-10-25 23:24:51,33.7499,45.5541,74.44,21,19,8.7,few clouds
500,Sibolga,ID,2022-10-25 23:24:51,1.7427,98.7792,75.09,89,98,2.95,overcast clouds
501,Barcelos,PT,2022-10-25 23:24:52,41.5388,-8.6151,64.92,91,39,13.29,light rain
502,Maceio,BR,2022-10-25 23:23:44,-9.6658,-35.7353,76.44,88,0,9.22,clear sky
503,Kargasok,RU,2022-10-25 23:24:54,59.0556,80.8572,31.82,95,100,12.5,light snow
504,Lerwick,GB,2022-10-25 23:24:54,60.1545,-1.1494,51.8,87,100,8.9,overcast clouds
505,Nassau,US,2022-10-25 23:24:55,40.7507,-73.5829,68.45,88,100,6.91,mist
506,Dakar,SN,2022-10-25 23:24:15,14.6937,-17.4441,81.48,78,100,17.18,overcast clouds
507,Perpignan,FR,2022-10-25 23:25:55,42.75,2.75,60.73,94,100,4.61,mist
508,Antofagasta,CL,2022-10-25 23:23:58,-23.65,-70.4,60.08,80,12,8.59,few clouds
509,Clyde River,CA,2022-10-25 23:25:56,70.4692,-68.5914,1.63,71,0,4.61,clear sky
510,Leskovik,AL,2022-10-25 23:25:57,40.1514,20.5972,57.92,40,12,4.56,few clouds
511,Buala,SB,2022-10-25 23:25:58,-8.145,159.5921,85.08,69,49,4.07,scattered clouds
512,Aquiraz,BR,2022-10-25 23:25:59,-3.9014,-38.3911,80.69,78,76,11.27,broken clouds
513,Oriximina,BR,2022-10-25 23:26:00,-1.7656,-55.8661,84.69,59,100,4.47,overcast clouds
514,Sokoni,TZ,2022-10-25 23:26:00,-6.4333,39.55,76.73,81,54,11.14,broken clouds
515,Nyurba,RU,2022-10-25 23:26:01,63.2842,118.3319,22.98,92,66,8.68,broken clouds
516,Vermilion,US,2022-10-25 23:26:02,40.1667,-87.7506,62.56,94,100,1.99,overcast clouds
517,Vitoria Da Conquista,BR,2022-10-25 23:26:02,-14.8661,-40.8394,64.87,90,83,5.68,broken clouds
518,Victor Harbor,AU,2022-10-25 23:26:03,-35.5667,138.6167,60.01,84,90,12.1,overcast clouds
519,Anadyr,RU,2022-10-25 23:26:04,64.75,177.4833,9.1,84,75,4.47,fog
520,Tiarei,PF,2022-10-25 23:26:05,-17.5333,-149.3333,82.42,82,100,23.47,light rain
521,Santa Fe Do Sul,BR,2022-10-25 23:26:05,-20.2111,-50.9258,81.36,27,0,8.12,clear sky
522,Nieuw Nickerie,SR,2022-10-25 23:26:06,5.95,-56.9833,80.2,82,100,10.0,overcast clouds
523,Cabo San Lucas,MX,2022-10-25 23:26:07,22.8909,-109.9124,86.61,50,0,10.36,clear sky
524,Hirara,JP,2022-10-25 23:26:08,24.8,125.2833,75.06,60,75,17.27,broken clouds
